guid,id,map,x,y,z,o,zone_id,area_id
22448,5426,1,-7982.960,-3580.260,51.622,3.902,440,1939
22449,5426,1,-8467.930,-4618.900,10.196,3.391,440,1940
22450,5426,1,-8587.220,-4268.980,12.192,1.823,440,440
22451,3225,1,1263.100,-4272.000,24.340,2.611,14,1296
22452,5426,1,-8219.880,-3549.570,23.634,3.087,440,1939
22453,5426,1,-8503.550,-4150.170,12.706,0.043,440,440
22454,5426,1,-7963.320,-4414.420,9.002,6.136,440,985
22455,5426,1,-8083.380,-2949.880,41.404,6.253,440,1939
22456,5426,1,-7633.250,-2812.510,11.426,3.047,440,982
22457,5426,1,-8119.880,-2815.550,32.851,5.745,440,982
22458,5426,1,-7580.770,-2749.500,12.610,4.606,440,982
22459,5426,1,-8198.910,-2819.610,23.831,3.492,440,982
22460,5426,1,-7314.750,-3384.300,9.813,1.254,440,440
22461,5426,1,-7577.790,-3163.960,28.964,1.227,440,1939
22462,5426,1,-7454.230,-3078.340,8.707,1.504,440,1939
22463,5426,1,-7510.830,-3005.160,9.950,4.530,440,1939
22464,5426,1,-7522.230,-3154.610,19.099,1.346,440,1939
22465,5426,1,-7696.820,-3304.140,76.490,6.258,440,1939
22466,5426,1,-8303.530,-3620.210,15.017,0.649,440,440
22467,5426,1,-7806.730,-3186.100,73.304,3.832,440,1939
22468,5426,1,-8254.250,-3470.140,17.280,1.927,440,1939
22469,5426,1,-8563.330,-4087.580,19.283,3.418,440,440
22470,5426,1,-8532.650,-4098.450,13.793,4.126,440,440
22471,5426,1,-8650.640,-4409.820,12.222,3.709,440,440
22472,5426,1,-8413.120,-3878.090,13.156,0.920,440,440
22473,3227,1,1187.730,-4291.000,21.188,0.331,14,1296
22474,5426,1,-7790.680,-4011.640,12.634,0.193,440,1938
22475,5426,1,-8217.780,-4018.830,10.184,3.157,440,440
22476,5426,1,-7848.310,-4347.350,11.130,1.658,440,985
22477,5426,1,-7456.130,-2660.290,9.367,1.773,440,982
22478,5426,1,-7513.430,-2901.810,9.229,1.642,440,1939
22479,5426,1,-8315.630,-3644.790,16.139,1.896,440,440
22480,5426,1,-7946.420,-3552.570,45.997,3.013,440,1939
22481,5426,1,-7822.970,-3641.650,48.591,1.013,440,1939
22482,5426,1,-8519.120,-3689.870,19.311,4.626,440,440
22483,5426,1,-8360.790,-3690.660,17.344,2.587,440,440
22484,5426,1,-7784.400,-4344.330,9.327,1.709,440,985
22485,5426,1,-7843.680,-4550.770,9.271,6.238,440,985
22486,5426,1,-7584.440,-3073.950,21.883,4.650,440,1939
22487,5426,1,-7717.460,-4047.810,9.002,4.483,440,440
22488,5426,1,-7661.100,-3076.190,31.620,1.893,440,1939
22489,5426,1,-7531.500,-3751.000,9.502,1.318,440,440
22490,5426,1,-8524.240,-3481.040,8.750,5.302,440,440
22492,5426,1,-8524.170,-4416.890,12.246,3.118,440,440
22493,5426,1,-8244.560,-3333.880,16.645,0.977,440,1939
22494,5426,1,-8508.940,-4613.120,9.386,0.238,440,1940
22495,5426,1,-7710.440,-4149.270,9.361,5.884,440,985
22496,5426,1,-7806.200,-4741.800,9.012,2.953,440,985
22497,5426,1,-8381.130,-3808.100,9.783,1.684,440,440
22498,5426,1,-8511.660,-3798.410,22.173,1.279,440,440
22499,5426,1,-8255.710,-3667.660,12.231,2.387,440,440
22500,5426,1,-8513.470,-3891.910,24.766,1.998,440,440
22501,5426,1,-8475.190,-4410.680,9.833,0.821,440,440
22502,5426,1,-7988.000,-3962.330,9.003,3.424,440,1938
22503,5426,1,-8111.990,-4094.980,9.926,1.300,440,440
22504,5426,1,-8123.580,-3950.780,11.289,4.887,440,1938
22505,5426,1,-7464.100,-3356.340,13.366,5.236,440,1939
22506,5426,1,-8270.040,-3712.260,15.045,6.039,440,440
22507,5426,1,-8331.390,-3562.040,12.891,3.068,440,440
22508,5426,1,-7681.960,-3322.400,71.902,1.885,440,1939
22509,5426,1,-7720.540,-3311.620,70.099,1.092,440,1939
22510,5426,1,-7780.000,-3280.140,69.135,4.977,440,1939
22511,5426,1,-8648.510,-3749.250,22.058,0.084,440,440
22512,5426,1,-8314.710,-3365.480,10.296,4.881,440,440
22513,5426,1,-8453.380,-4218.550,10.698,3.944,440,440
22514,5426,1,-8662.890,-4477.600,10.075,2.776,440,440
22515,5426,1,-8445.890,-3684.210,14.197,6.049,440,440
22516,5426,1,-7853.110,-4284.880,9.200,3.537,440,985
22517,5426,1,-8187.290,-3810.800,12.202,2.795,440,1938
22518,5426,1,-7982.250,-4545.610,10.252,1.336,440,985
22519,5426,1,-8240.150,-3818.210,11.797,6.041,440,440
22520,5426,1,-7518.350,-3496.610,13.601,1.682,440,1939
22521,5426,1,-8511.550,-4484.290,10.164,6.250,440,440
22522,5426,1,-8390.760,-3761.670,12.461,4.119,440,440
22523,5426,1,-8781.340,-3815.840,30.548,1.020,440,981
22524,5426,1,-7796.120,-3829.310,32.272,4.550,440,1938
22525,5426,1,-7872.920,-3890.880,13.274,3.405,440,1938
22526,5426,1,-8649.840,-4215.670,18.125,5.393,440,981
22527,5426,1,-8515.950,-3613.830,16.911,0.799,440,440
22528,5426,1,-8517.150,-3281.170,9.266,1.506,440,984
22529,5426,1,-8652.180,-3282.830,9.074,3.124,440,984
22530,5426,1,-7785.800,-3374.650,51.056,5.172,440,1939
22531,5426,1,-8115.960,-3827.180,12.515,1.791,440,1938
22532,5426,1,-8344.690,-3615.280,15.506,2.205,440,440
22533,5426,1,-7946.880,-3588.060,54.777,3.447,440,1939
22534,5426,1,-7781.400,-3150.840,71.384,0.235,440,1939
22535,5426,1,-8650.360,-4352.990,11.782,5.271,440,440
22536,5426,1,-8286.620,-3417.980,9.128,3.230,440,440
22537,5426,1,-8127.760,-3893.410,9.780,3.132,440,1938
22538,5426,1,-7851.330,-4419.020,9.627,3.867,440,985
22539,5426,1,-7621.320,-3380.450,54.625,4.074,440,1939
22540,5426,1,-8519.540,-4218.810,9.747,4.281,440,440
22541,5426,1,-8585.600,-3548.480,12.291,1.683,440,440
22542,5426,1,-7989.800,-4083.280,10.064,3.846,440,1938
22543,5426,1,-7914.350,-4083.050,10.821,6.144,440,1938
22544,5426,1,-8149.510,-4223.400,9.891,4.936,440,440
22545,5426,1,-8181.380,-4253.480,10.712,4.913,440,440
22546,5426,1,-8144.330,-4147.770,11.496,0.059,440,440
22547,5426,1,-8315.760,-4421.140,11.992,5.122,440,440
22548,5426,1,-8253.030,-4215.090,8.647,2.192,440,440
22549,5426,1,-8379.850,-4418.890,9.430,5.728,440,440
22550,5426,1,-8249.920,-4148.600,12.200,1.612,440,440
22551,5426,1,-8319.610,-4153.510,10.236,4.220,440,440
22552,5426,1,-8454.630,-4085.400,16.862,4.703,440,440
22553,5426,1,-8315.780,-4019.700,11.893,5.827,440,440
22554,5426,1,-7683.210,-3355.870,61.326,5.992,440,1939
22555,5427,1,-8916.360,-2588.500,18.580,1.573,440,440
22556,5427,1,-8457.160,-2131.200,18.001,1.777,440,440
22557,5427,1,-9387.880,-3221.290,11.908,3.521,440,992
22558,5427,1,-7911.980,-3146.730,68.914,1.151,440,1939
22559,5427,1,-7992.380,-3696.740,65.928,1.983,440,1939
22560,5427,1,-9019.500,-2814.440,42.639,2.485,440,440
22561,5427,1,-8976.750,-2815.270,45.797,1.326,440,440
22562,5427,1,-9254.630,-2299.800,10.438,4.305,440,440
22563,4403,1,-4173.250,-4107.130,18.502,0.650,15,517
22564,5427,1,-9512.600,-2488.900,19.057,5.505,440,990
22565,5427,1,-8053.600,-3351.790,46.925,1.704,440,1939
22566,5427,1,-8115.580,-3213.600,31.050,5.277,440,1939
22567,5427,1,-8620.810,-2546.580,32.872,4.530,440,440
22568,5427,1,-8680.170,-2478.390,31.694,1.570,440,440
22569,5427,1,-8720.560,-2389.560,19.968,0.027,440,440
22570,5427,1,-9063.060,-3618.390,23.323,3.342,440,981
22571,5427,1,-9105.100,-2347.950,14.267,0.246,440,440
22572,5427,1,-9395.420,-3476.350,11.668,2.455,440,440
22573,5427,1,-9319.970,-3419.890,10.011,3.646,440,440
22574,5427,1,-9448.200,-2545.660,10.152,1.138,440,990
22575,5427,1,-8847.820,-2543.720,12.928,1.091,440,440
22576,5427,1,-9196.430,-2819.190,17.881,3.382,440,990
22577,5427,1,-9118.450,-2830.190,31.297,4.554,440,440
22578,5427,1,-8136.650,-3017.660,30.988,6.185,440,983
22579,5427,1,-8151.100,-3546.270,41.482,3.235,440,1939
22580,5427,1,-7916.770,-3274.110,64.002,1.567,440,1939
22581,5427,1,-8221.370,-3216.280,20.704,5.026,440,1939
22582,5427,1,-8814.020,-2990.930,30.763,4.794,440,992
22583,5427,1,-8151.040,-3314.150,23.231,0.017,440,1939
22584,5427,1,-8449.680,-2379.370,32.905,1.352,440,440
22585,5427,1,-9123.820,-3466.380,16.549,1.107,440,440
22586,5427,1,-9041.500,-2422.840,11.271,5.778,440,440
22587,5427,1,-9385.930,-3285.970,26.961,3.736,440,440
22588,5427,1,-8583.410,-2363.560,32.591,1.520,440,440
22589,5427,1,-8786.850,-2573.700,12.916,4.880,440,440
22590,5427,1,-7944.710,-3016.030,55.143,3.185,440,1939
22591,5427,1,-8241.020,-3176.130,18.970,0.336,440,983
22592,5427,1,-8643.870,-2481.740,33.658,2.836,440,440
22593,5427,1,-8286.290,-3216.660,16.888,4.305,440,983
22594,5427,1,-8502.470,-2347.820,36.351,2.903,440,440
22595,5427,1,-9448.900,-2282.350,11.831,2.063,440,440
22596,4403,1,-4349.170,-4396.510,-11.008,1.061,15,2318
22597,5427,1,-9377.080,-2897.950,9.149,5.052,440,992
22598,5427,1,-9043.870,-2683.690,29.564,6.264,440,440
22599,5427,1,-8145.160,-3744.290,17.972,1.485,440,1938
22600,4403,1,-4337.810,-4255.280,-9.735,5.748,15,2318
22601,5427,1,-8108.800,-3153.930,29.792,0.888,440,1939
22602,5427,1,-8051.750,-3193.070,44.713,1.497,440,1939
22603,5427,1,-8254.560,-3211.690,16.526,4.179,440,1939
22604,5427,1,-8815.140,-3113.270,29.997,1.565,440,992
22605,5427,1,-8320.010,-2318.430,23.289,4.216,440,440
22606,5427,1,-8585.350,-2448.400,42.863,1.522,440,440
22607,5427,1,-8978.550,-2488.270,16.704,5.654,440,440
22608,5427,1,-8657.850,-2871.130,12.597,2.081,440,983
22609,5427,1,-8806.250,-2435.420,20.440,3.877,440,440
22610,5427,1,-9019.420,-2752.290,41.438,3.463,440,440
22611,5427,1,-8981.800,-2789.270,45.733,5.347,440,440
22612,5427,1,-9321.140,-2610.380,10.983,2.189,440,990
22613,5427,1,-9126.270,-3390.780,26.862,4.808,440,440
22614,5427,1,-9058.210,-3428.730,24.763,5.080,440,984
22615,5427,1,-8660.170,-2688.460,13.946,2.791,440,440
22616,5427,1,-8208.510,-3176.960,20.454,6.113,440,1939
22617,5427,1,-8156.590,-3279.200,25.251,5.428,440,1939
22618,5427,1,-8601.830,-2222.970,11.979,2.920,440,440
22619,5427,1,-8584.310,-2562.750,38.221,4.630,440,440
22620,5427,1,-9319.270,-2417.390,11.659,3.391,440,440
22621,5427,1,-8754.070,-3114.680,23.611,3.491,440,983
22622,5427,1,-8785.210,-3017.210,26.603,2.167,440,992
22623,5427,1,-8219.680,-3250.000,21.544,1.817,440,1939
22624,5427,1,-9058.350,-2292.260,11.568,4.113,440,440
22625,5427,1,-8467.890,-1989.830,11.866,4.630,440,440
22626,5427,1,-9450.750,-2611.750,22.993,1.214,440,990
22627,5427,1,-8918.220,-2552.130,15.699,4.642,440,440
22628,5427,1,-8180.860,-3282.350,21.227,0.239,440,1939
22629,5427,1,-8845.610,-3014.890,40.130,0.566,440,992
22630,5427,1,-8789.760,-3086.770,32.118,3.901,440,992
22631,5427,1,-8786.280,-3150.740,27.179,2.835,440,984
22632,5427,1,-8517.110,-2192.910,20.795,1.612,440,440
22633,5427,1,-9440.610,-3210.920,16.024,5.791,440,992
22634,5427,1,-8450.490,-2562.640,45.410,1.459,440,440
22635,4403,1,-4441.690,-4086.860,6.813,6.115,15,517
22636,5427,1,-8683.960,-2381.950,23.162,5.844,440,440
22637,5427,1,-8188.290,-3223.610,23.991,5.852,440,1939
22638,5427,1,-8182.210,-3248.210,24.118,3.616,440,1939
22639,5427,1,-9184.270,-2679.170,16.632,1.872,440,990
22640,5427,1,-9383.880,-2486.030,11.236,4.352,440,990
22641,5427,1,-8981.690,-2418.660,13.056,5.649,440,440
22642,5427,1,-8988.360,-2853.760,45.965,2.669,440,440
22643,5427,1,-9020.400,-2778.900,40.813,4.053,440,440
22644,5427,1,-8744.300,-3076.150,22.237,0.500,440,983
22645,5427,1,-9382.700,-3351.920,12.285,6.049,440,440
22646,5427,1,-9317.740,-3354.290,9.856,4.681,440,440
22647,5427,1,-9447.550,-2351.130,12.124,5.880,440,440
22648,5427,1,-9382.710,-3550.940,12.621,0.129,440,440
22649,4403,1,-4482.580,-4249.860,-12.737,2.400,15,517
22650,4403,1,-4372.800,-4294.050,1.704,2.475,15,2318
22651,5427,1,-9452.460,-2479.320,14.620,1.757,440,990
22652,5427,1,-8123.050,-2253.330,12.252,1.820,440,982
22653,5427,1,-9453.120,-3017.950,12.301,3.322,440,992
22654,4403,1,-4348.890,-4182.840,-6.024,5.862,15,2318
22655,5427,1,-9181.760,-2219.560,7.884,3.960,440,440
22656,4404,1,-4389.100,-4339.390,-3.685,5.578,15,2318
22657,5427,1,-9250.420,-2683.070,14.931,4.720,440,990
22658,5427,1,-9445.930,-3548.940,10.010,0.133,440,440
22659,5427,1,-9385.760,-3416.820,10.594,2.513,440,440
22660,5427,1,-8516.750,-2516.040,43.569,4.542,440,440
22661,5427,1,-8677.350,-2307.460,12.647,6.018,440,440
22662,5428,1,-7020.410,-3041.570,11.042,3.674,440,979
22665,5428,1,-7185.060,-3576.240,10.719,0.321,440,440
22666,5428,1,-7208.420,-2654.310,9.337,3.354,440,979
22667,5428,1,-7208.850,-3382.640,11.169,5.167,440,440
22668,5428,1,-7042.290,-4088.920,9.202,1.920,440,440
22669,5428,1,-7174.190,-3624.050,12.148,1.540,440,976
22670,5428,1,-7395.850,-3024.380,10.240,1.714,440,979
23083,0,1,-7499.342,-3660.509,10.036,4.448,440,1939
22672,5428,1,-7303.220,-4304.620,11.441,5.202,440,985
22673,5428,1,-7343.860,-4178.730,9.739,6.226,440,440
23082,0,1,-7550.184,-3593.723,14.017,1.356,440,1939
23081,0,1,-7557.452,-3628.997,12.844,3.399,440,1939
23080,0,1,-7581.895,-3612.707,13.364,3.699,440,1939
23079,0,1,-7524.022,-3651.031,9.165,0.946,440,1939
23078,0,1,-7511.946,-3616.762,11.672,0.195,440,1939
23077,0,1,-7539.863,-3618.805,10.604,4.037,440,1939
22680,5428,1,-7310.070,-3663.180,10.830,0.890,440,440
22681,7733,1,-7158.960,-3841.610,8.848,1.955,440,976
22682,5429,1,-8039.850,-4025.440,12.797,3.807,440,1938
22683,5429,1,-7860.420,-2821.570,32.730,2.609,440,982
22684,5429,1,-7886.670,-3588.300,49.919,5.931,440,1939
22685,5429,1,-7757.590,-3173.860,76.687,3.688,440,1939
22686,5429,1,-8309.970,-3585.110,16.116,0.074,440,440
22687,5429,1,-7477.410,-2751.580,10.026,4.314,440,982
22688,5429,1,-8055.390,-3456.670,46.390,0.914,440,1939
22689,5429,1,-7776.890,-3546.580,47.687,5.072,440,1939
22690,5429,1,-8311.580,-3687.540,14.063,1.242,440,440
22691,5429,1,-7906.870,-3549.430,50.807,0.170,440,1939
22692,5429,1,-7659.130,-3081.960,31.715,1.913,440,1939
22693,5429,1,-7710.350,-3344.400,60.413,4.418,440,1939
22694,5429,1,-8052.290,-3511.270,42.486,2.620,440,1939
22695,5429,1,-7529.280,-3496.470,13.957,1.049,440,1939
22696,5429,1,-7717.410,-3280.680,78.416,5.935,440,1939
22697,5429,1,-7712.240,-3211.920,75.384,4.356,440,1939
22698,5429,1,-7776.490,-3209.050,74.902,1.835,440,1939
22699,5429,1,-7744.170,-3220.320,80.149,4.799,440,1939
22700,5429,1,-8093.440,-3468.500,39.866,4.668,440,1939
22701,5429,1,-7993.150,-4264.330,12.730,3.887,440,985
22702,5429,1,-7649.630,-3320.290,65.333,3.708,440,1939
22703,5429,1,-7586.010,-3380.080,41.256,5.542,440,1939
22704,5429,1,-7692.970,-3258.310,78.380,4.582,440,1939
22705,5429,1,-8316.730,-3827.120,9.052,6.209,440,440
22706,5429,1,-7511.640,-3004.550,9.983,0.146,440,1939
22707,5429,1,-8023.400,-3493.910,46.891,0.513,440,1939
22708,5429,1,-8346.150,-3652.530,15.295,1.614,440,440
22709,5429,1,-7825.550,-3591.980,53.042,4.437,440,1939
22710,5429,1,-7858.400,-3623.420,50.434,5.886,440,1939
22711,5429,1,-7644.640,-3350.740,62.128,5.341,440,1939
22712,5429,1,-7944.680,-3509.520,57.143,1.705,440,1939
22713,5429,1,-8330.660,-3718.790,13.470,2.038,440,440
22714,5429,1,-7762.930,-3256.290,71.174,5.014,440,1939
22715,5429,1,-7977.980,-3484.050,56.825,6.214,440,1939
22716,5429,1,-7747.530,-3286.610,68.416,1.373,440,1939
22717,5429,1,-7613.610,-3316.650,50.610,4.754,440,1939
22718,5429,1,-7709.620,-3243.460,79.969,5.898,440,1939
22719,5429,1,-7616.530,-3354.650,51.348,5.483,440,1939
22720,5429,1,-7973.630,-3531.960,44.596,6.189,440,1939
22721,5429,1,-8226.490,-4023.760,10.336,5.691,440,440
22722,5429,1,-7680.160,-3574.540,31.750,4.763,440,1939
22723,5430,1,-9054.100,-2752.890,35.834,2.670,440,440
22724,5430,1,-8846.080,-2954.010,38.788,1.180,440,992
22725,5430,1,-8648.900,-2422.370,28.433,4.288,440,440
22726,5430,1,-8789.580,-3122.920,26.238,4.940,440,984
22727,5430,1,-8780.390,-3043.800,29.271,0.918,440,992
22728,5430,1,-8821.370,-3086.930,34.929,3.970,440,992
22729,5430,1,-8616.550,-2482.410,41.076,0.149,440,440
22783,0,1,-9419.073,-2519.354,13.137,5.937,440,990
22731,5430,1,-8813.200,-2953.370,26.783,3.518,440,992
22732,5430,1,-9082.500,-2749.020,32.119,0.967,440,440
22733,5430,1,-8687.280,-2419.980,25.388,2.736,440,440
22734,5430,1,-8650.530,-2517.820,32.932,1.289,440,440
22782,0,1,-8547.328,-2521.589,47.381,1.220,440,440
22736,5430,1,-9115.660,-2747.230,28.764,4.366,440,440
22737,5430,1,-8847.480,-3051.370,37.659,3.713,440,992
22738,5430,1,-8815.310,-3057.370,37.473,4.390,440,992
22739,5430,1,-9055.590,-2789.570,38.449,3.511,440,440
22740,5430,1,-8848.660,-2981.220,39.848,0.977,440,992
22741,5431,1,-8849.950,-4707.690,-16.461,1.597,440,1940
22742,5431,1,-8726.120,-4851.860,-17.280,3.604,440,1940
22743,5431,1,-8676.000,-4687.460,0.728,5.818,440,1940
22744,5431,1,-8389.110,-5136.760,-0.030,4.221,440,1940
22745,5431,1,-8715.440,-4653.530,4.876,1.163,440,1940
22746,5431,1,-8584.880,-4790.580,0.694,4.640,440,1940
22747,5431,1,-8390.110,-5188.300,-1.013,4.372,440,1940
22748,5431,1,-8775.440,-4745.720,-4.265,5.061,440,1940
22749,5431,1,-8504.760,-5148.280,-10.922,3.215,440,1940
22750,5431,1,-8647.840,-4766.730,-3.672,1.420,440,1940
22751,5431,1,-8852.090,-4668.550,-4.232,4.497,440,1940
22752,5431,1,-8646.970,-4726.870,-0.270,5.528,440,1940
22753,5431,1,-8546.760,-4955.970,-7.633,5.266,440,1940
22754,5431,1,-8819.500,-4670.710,-9.779,1.824,440,1940
22755,5431,1,-8503.330,-4991.350,0.217,5.865,440,1940
22756,5431,1,-8536.360,-5051.910,-9.036,3.241,440,1940
22757,5431,1,-8483.340,-5034.500,-2.757,4.629,440,1940
22758,5431,1,-8464.500,-5181.230,-14.843,3.099,440,1940
22759,5431,1,-8507.840,-4924.520,0.579,5.097,440,1940
22760,5431,1,-8615.510,-4873.650,-9.087,1.444,440,1940
22761,5431,1,-8651.620,-4846.080,-5.733,2.106,440,1940
22762,5431,1,-8437.620,-5109.300,0.648,0.371,440,1940
22763,5431,1,-8716.070,-4814.800,-13.660,3.198,440,1940
22764,5431,1,-8781.250,-4664.510,-1.594,4.789,440,1940
22765,5431,1,-8507.230,-5128.690,-17.643,5.330,440,1940
22766,5431,1,-8582.890,-4865.090,-4.431,4.932,440,1940
22767,5431,1,-8407.850,-5094.010,0.629,5.225,440,1940
22768,5431,1,-8600.670,-4742.780,1.353,0.338,440,1940
22769,5431,1,-8438.980,-5038.710,0.570,0.741,440,1940
22770,5431,1,-8721.070,-4771.610,-11.186,1.943,440,1940
22771,5431,1,-8594.250,-4921.680,-12.330,3.972,440,1940
22772,5431,1,-8426.920,-5219.310,-8.677,3.507,440,1940
22773,5431,1,-8589.730,-4975.030,-6.694,2.460,440,1940
22774,5431,1,-8891.220,-4686.220,-11.559,3.584,440,1940
22775,5431,1,-8340.330,-5144.350,0.703,0.463,440,1940
22776,5431,1,-8776.410,-4792.530,-16.798,5.717,440,1940
22777,5431,1,-8761.480,-4750.330,-8.409,3.232,440,1940
22778,5431,1,-8726.060,-4713.750,-3.320,2.771,440,1940
22779,5431,1,-8519.430,-4839.950,1.667,1.487,440,1940
22788,15165,1,-6899.220,-4811.380,8.750,2.653,440,977
22789,5441,1,-9177.250,-3687.370,10.328,1.665,440,981
22790,5441,1,-9324.590,-4154.300,11.052,3.755,440,981
22791,5441,1,-9237.060,-3750.820,10.460,0.070,440,981
22792,5441,1,-8755.090,-4119.740,10.483,6.170,440,981
22793,5441,1,-9187.550,-4155.720,-44.430,1.423,440,981
22794,5441,1,-8995.670,-3811.800,11.347,2.871,440,981
22795,5441,1,-9175.440,-4137.920,-43.498,5.334,440,981
22796,5441,1,-9219.250,-4175.690,18.555,2.065,440,981
22797,5441,1,-8956.140,-3842.730,10.767,2.236,440,981
22798,5441,1,-9340.030,-4087.340,11.358,3.298,440,981
22799,5441,1,-9271.180,-3857.330,10.271,1.248,440,981
22800,5441,1,-8949.230,-4051.330,10.678,0.402,440,981
22801,5441,1,-8849.190,-4113.110,11.146,2.893,440,981
22802,5441,1,-9304.560,-4115.090,12.358,3.348,440,981
22803,5441,1,-8854.170,-3951.040,10.548,3.439,440,981
22804,5441,1,-9188.640,-3619.810,14.014,0.845,440,981
22805,5441,1,-8844.500,-4085.580,10.146,1.130,440,981
22806,5441,1,-9283.330,-3721.240,11.302,5.453,440,981
22807,5441,1,-8882.360,-3986.730,11.234,4.916,440,981
22808,5441,1,-9413.420,-3997.760,-37.890,3.188,440,981
22809,5441,1,-8923.430,-3715.640,12.674,0.120,440,981
22810,5441,1,-9229.170,-3861.600,10.567,2.656,440,981
22811,5441,1,-9351.330,-3649.840,10.543,1.696,440,981
22812,5441,1,-9160.160,-3853.490,11.752,4.720,440,981
22813,5441,1,-9453.540,-3748.960,10.479,3.700,440,981
22814,5441,1,-8915.060,-3883.470,13.102,5.583,440,981
22815,5441,1,-9351.860,-3713.940,14.278,1.839,440,981
22816,5441,1,-9264.390,-4024.470,-36.857,3.141,440,981
22817,5441,1,-9212.100,-3807.610,13.212,4.889,440,981
22818,5441,1,-9382.020,-3748.180,10.558,0.484,440,981
22819,5441,1,-8847.990,-4016.290,14.691,6.028,440,981
22820,5441,1,-9192.830,-3815.650,10.929,3.555,440,981
22821,5441,1,-8771.640,-4070.340,11.521,2.096,440,981
22822,5441,1,-9315.430,-3681.060,10.315,1.641,440,981
22823,5441,1,-9349.230,-4115.210,10.573,0.790,440,981
22824,5441,1,-9120.710,-3822.530,11.573,2.145,440,981
22825,5441,1,-9124.290,-3733.160,10.021,1.881,440,981
22826,5441,1,-8892.490,-4275.280,13.552,4.421,440,981
22827,5441,1,-8915.460,-4217.310,11.302,6.144,440,981
22828,5441,1,-8948.690,-4181.260,10.042,0.437,440,981
22829,5441,1,-8917.090,-4152.670,14.260,5.005,440,981
22830,5441,1,-8947.050,-4117.670,10.600,5.323,440,981
22831,5955,1,-9285.700,-2412.920,8.998,3.702,440,440
22832,5450,1,-9282.470,-3764.290,10.393,1.469,440,981
22833,5450,1,-8773.490,-3948.530,10.027,0.133,440,981
22834,5450,1,-8987.730,-3735.760,10.469,1.901,440,981
22835,5450,1,-9016.760,-3793.260,10.095,4.857,440,981
22836,5450,1,-8741.750,-3988.070,13.119,4.318,440,981
22837,5450,1,-9318.430,-3742.360,10.754,1.602,440,981
22838,5450,1,-8907.020,-4015.750,12.376,0.027,440,981
22839,5450,1,-9109.370,-4173.250,-30.001,4.115,440,981
22840,5450,1,-8943.920,-3980.310,10.086,0.472,440,981
22841,5450,1,-9285.000,-3651.940,11.990,3.562,440,981
22842,5450,1,-8953.240,-3916.260,10.422,2.814,440,981
22843,5450,1,-8813.080,-4050.730,15.293,6.195,440,981
22844,5450,1,-9119.960,-4189.690,-28.873,1.181,440,981
22845,5450,1,-8898.640,-3847.870,11.011,3.079,440,981
22846,5450,1,-9200.280,-3935.800,-34.160,1.757,440,981
22847,5450,1,-8896.110,-3761.150,10.271,5.796,440,981
22848,5450,1,-8817.830,-4157.010,10.741,1.469,440,981
22849,5450,1,-8935.360,-4301.990,34.297,3.910,440,981
22850,5450,1,-8984.240,-4287.660,26.859,0.006,440,981
22851,5451,1,-9133.530,-3778.690,10.448,5.937,440,981
22852,5451,1,-9014.670,-4091.870,-22.458,5.015,440,981
22853,5451,1,-9459.840,-3840.820,13.605,4.347,440,981
22854,5451,1,-9078.360,-4182.540,10.396,0.060,440,981
22855,5451,1,-8989.830,-3876.660,10.273,2.481,440,981
22856,5451,1,-9076.820,-3859.440,10.158,5.159,440,981
22857,5451,1,-9409.690,-3781.760,10.725,0.169,440,981
22858,5451,1,-9108.730,-4038.320,-10.851,1.626,440,981
22859,5451,1,-8951.080,-3776.180,11.472,1.737,440,981
22860,5451,1,-9420.490,-3716.040,10.409,5.646,440,981
22861,5451,1,-9317.960,-3825.420,10.726,4.750,440,981
22862,5451,1,-9249.990,-3687.860,10.524,4.671,440,981
22863,5451,1,-9134.930,-3712.540,10.541,0.588,440,981
22864,5451,1,-8937.830,-4079.180,10.486,3.259,440,981
22865,5451,1,-8889.380,-3919.270,14.551,3.077,440,981
22866,5451,1,-9121.070,-4211.710,10.638,1.864,440,981
22867,5451,1,-9381.100,-3682.800,12.098,0.251,440,981
22868,5451,1,-8816.070,-3981.620,10.021,1.419,440,981
22869,5451,1,-9198.110,-3718.890,15.146,6.240,440,981
22870,5451,1,-8778.500,-3989.280,10.650,1.457,440,981
22871,5451,1,-9183.060,-3879.300,10.700,1.487,440,981
22872,5451,1,-9147.920,-4191.590,10.748,5.008,440,981
22873,5451,1,-9351.920,-4179.180,19.101,3.065,440,981
22874,5451,1,-9348.180,-3963.560,-20.756,1.325,440,981
22875,5451,1,-8934.140,-3815.710,10.816,3.226,440,981
22876,5451,1,-9020.840,-3850.630,13.635,3.155,440,981
22877,5451,1,-9139.510,-4154.790,-43.061,2.904,440,981
22878,5451,1,-9075.600,-3789.630,10.107,6.268,440,981
22879,5451,1,-9283.400,-4184.460,10.752,3.067,440,981
22880,5451,1,-9350.540,-3786.020,10.153,5.032,440,981
22881,5451,1,-8916.110,-3949.600,10.832,0.051,440,981
22882,5451,1,-9048.070,-3816.630,14.813,5.911,440,981
22883,5451,1,-9378.750,-4145.860,13.708,0.029,440,981
22884,5451,1,-9381.330,-3814.750,10.378,6.189,440,981
22885,5451,1,-8759.490,-4140.550,10.021,0.319,440,981
22886,5451,1,-8762.750,-4187.340,12.715,3.153,440,981
22887,5451,1,-8866.370,-4155.180,11.213,2.735,440,981
22888,5451,1,-8945.910,-4259.720,11.535,2.239,440,981
22889,5451,1,-8884.500,-4181.890,14.785,2.269,440,981
